Word,uniqueID,grasp_freq_1,grasp_freq_2,grasp_freq_3,grasp_freq_4,grasp_freq_5,grasp_freq_6,grasp_freq_7
wire,wire,0,0,2,2,3,12,19
wire cutters,wire_cutters,0,0,0,3,4,15,17
wok,wok,0,0,0,1,13,16,9
wolf,wolf,15,9,8,1,2,3,1
woman,woman,2,1,2,5,13,10,5
wood,wood,1,1,8,4,16,7,2
wooden leg,wooden_leg,0,0,2,3,11,14,5
workbench,workbench,7,4,3,6,7,6,3
worm,worm,0,0,3,4,10,12,9
wrap,wrap,0,0,1,2,8,7,15
wrapping paper,wrapping_paper,0,0,0,1,6,13,17
wreath,wreath,0,1,0,3,9,15,7
wreck,wreck,18,6,4,4,3,1,1
wrench,wrench,0,0,1,3,4,13,17
wrist,wrist,0,0,0,0,6,18,14
xylophone,xylophone,0,0,2,5,8,12,13
yacht,yacht,12,12,2,3,5,2,1
yak,yak,9,11,13,1,2,3,0
yarn,yarn,0,0,0,2,5,4,24
yo-yo,yo-yo,0,0,1,1,2,10,21
yogurt,yogurt,4,1,7,3,6,10,6
yoke,yoke,0,4,1,1,12,12,4
yolk,yolk,4,12,11,3,3,2,2
zebra,zebra,13,14,3,1,6,1,1
zipper,zipper,1,1,0,0,3,11,19
zucchini,zucchini,0,0,2,1,3,14,19
